course_title,course_organization,course_Certificate_type,course_rating,course_difficulty,course_students_enrolled,students_enrolled_numeric,combined_features,difficulty_encoded,certificate_encoded,popularity_score,cluster
primeros auxilios psicol gicos pap,universitat aut noma de barcelona,course,4.8,mixed,280k,280000.0,primeros auxilios psicol gicos pap universitat aut noma de barcelona course mixed,3,0,0.7014622893654425,3
private equity and venture capital,universit bocconi,course,4.8,mixed,79k,79000.0,private equity and venture capital universit bocconi course mixed,3,0,0.5399793379523228,7
probabilistic graphical models 1 representation,stanford university,course,4.7,advanced,68k,68000.0,probabilistic graphical models 1 representation stanford university course advanced,0,0,0.5017009539715969,3
probability and statistics to p or not to p,university of london,course,4.6,beginner,36k,36000.0,probability and statistics to p or not to p university of london course beginner,1,0,0.4013939923341745,3
process mining data science in action,eindhoven university of technology,course,4.8,intermediate,39k,39000.0,process mining data science in action eindhoven university of technology course intermediate,2,0,0.4498951294702826,2
programming foundations with javascript html and css,duke university,course,4.6,beginner,250k,250000.0,programming foundations with javascript html and css duke university course beginner,1,0,0.6487129462870818,3
programming fundamentals,duke university,course,4.7,beginner,19k,19000.0,programming fundamentals duke university course beginner,1,0,0.3389803170631267,3
programming for everybody getting started with python,university of michigan,course,4.8,mixed,1.3m,1300000.0,programming for everybody getting started with python university of michigan course mixed,3,0,0.8974021909435961,5
programming with google go,university of california irvine,specialization,4.6,intermediate,18k,18000.0,programming with google go university of california irvine specialization intermediate,2,2,0.312937438404639,9
project execution,university of california irvine,course,4.2,beginner,70k,70000.0,project execution university of california irvine course beginner,1,0,0.4096846078239951,9
project launch,university of california irvine,course,4.7,beginner,190k,190000.0,project launch university of california irvine course beginner,1,0,0.6328323595425758,9
project management other tools for career development,university of california irvine,specialization,4.6,beginner,440k,440000.0,project management other tools for career development university of california irvine specialization beginner,1,2,0.720858608874241,9
project management principles and practices,university of california irvine,specialization,4.7,beginner,230k,230000.0,project management principles and practices university of california irvine specialization beginner,1,2,0.6572148927561274,9
psychological first aid,johns hopkins university,course,4.8,mixed,190k,190000.0,psychological first aid johns hopkins university course mixed,3,0,0.6519755014226263,4
public policy challenges of the 21st century,university of virginia,course,4.6,beginner,52k,52000.0,public policy challenges of the 21st century university of virginia course beginner,1,0,0.4483222858408258,3
python basics,university of michigan,course,4.8,beginner,110k,110000.0,python basics university of michigan course beginner,1,0,0.5822255651559973,5
python classes and inheritance,university of michigan,course,4.7,intermediate,21k,21000.0,python classes and inheritance university of michigan course intermediate,2,0,0.3517524230378841,5
python data structures,university of michigan,course,4.9,mixed,420k,420000.0,python data structures university of michigan course mixed,3,0,0.7723511199290782,5
python functions files and dictionaries,university of michigan,course,4.8,beginner,26k,26000.0,python functions files and dictionaries university of michigan course beginner,1,0,0.3981509249709853,5
python and statistics for financial analysis,the hong kong university of science and technology,course,4.4,intermediate,41k,41000.0,python and statistics for financial analysis the hong kong university of science and technology course intermediate,2,0,0.3797047795050705,2
python for data science and ai,ibm,course,4.6,beginner,170k,170000.0,python for data science and ai ibm course beginner,1,0,0.5994945759269172,5
python for everybody,university of michigan,specialization,4.8,beginner,1.5m,1500000.0,python for everybody university of michigan specialization beginner,1,2,0.915664842874066,5
quantitative methods,university of amsterdam,course,4.7,mixed,69k,69000.0,quantitative methods university of amsterdam course mixed,3,0,0.5035640393629541,7
queering identities lgbtq sexuality and gender identity,university of colorado system,course,4.9,beginner,3k,3000.0,queering identities lgbtq sexuality and gender identity university of colorado system course beginner,1,0,0.1417362691869488,3
r programming,johns hopkins university,course,4.6,intermediate,480k,480000.0,r programming johns hopkins university course intermediate,2,0,0.7319630589362669,4
ready set future introduction to futures thinking,institute for the future,course,4.8,beginner,7.7k,7700.0,ready set future introduction to futures thinking institute for the future course beginner,1,0,0.2428636968238349,3
recommender systems,university of minnesota,specialization,4.3,intermediate,29k,29000.0,recommender systems university of minnesota specialization intermediate,2,2,0.3163708247421843,2
recruiting hiring and onboarding employees,university of minnesota,course,4.7,mixed,35k,35000.0,recruiting hiring and onboarding employees university of minnesota course mixed,3,0,0.4169420415334435,7
reinforcement learning,university of alberta,specialization,4.7,intermediate,23k,23000.0,reinforcement learning university of alberta specialization intermediate,2,2,0.3633617989926501,2
renewable energy and green building entrepreneurship,duke university,course,4.7,beginner,24k,24000.0,renewable energy and green building entrepreneurship duke university course beginner,1,0,0.3687930660529881,3
reporting extra financier et strat gie rse,essec business school,course,4.7,beginner,5.2k,5200.0,reporting extra financier et strat gie rse essec business school course beginner,1,0,0.1736294261183915,6
requirements engineering secure software specifications,university of colorado system,specialization,4.6,beginner,7.2k,7200.0,requirements engineering secure software specifications university of colorado system specialization beginner,1,2,0.1960101825586542,3
research data management and sharing,the university of edinburgh,course,4.6,mixed,16k,16000.0,research data management and sharing the university of edinburgh course mixed,3,0,0.2979067421913424,7
resilience in children exposed to trauma disaster and war global perspectives,university of minnesota,course,4.8,mixed,15k,15000.0,resilience in children exposed to trauma disaster and war global perspectives university of minnesota course mixed,3,0,0.3279570905586095,7
responsive website development and design,goldsmiths university of london,specialization,4.5,beginner,170k,170000.0,responsive website development and design goldsmiths university of london specialization beginner,1,2,0.5803514340468672,3
rethinking international tax law,universiteit leiden,course,4.9,mixed,36k,36000.0,rethinking international tax law universiteit leiden course mixed,3,0,0.4588234179743256,7
revis o sistem tica e meta an lise,universidade estadual de campinas,course,4.9,intermediate,17k,17000.0,revis o sistem tica e meta an lise universidade estadual de campinas course intermediate,2,0,0.363072670244343,2
robotics,university of pennsylvania,specialization,4.4,beginner,120k,120000.0,robotics university of pennsylvania specialization beginner,1,2,0.5167573751867103,7
roman architecture,yale university,course,4.9,beginner,30k,30000.0,roman architecture yale university course beginner,1,0,0.4355560774279285,3
russian alphabet,saint petersburg state university,course,4.7,beginner,3.2k,3200.0,russian alphabet saint petersburg state university course beginner,1,0,0.1116837946278606,0
russian for beginners 1 a1,saint petersburg state university,specialization,4.7,beginner,7k,7000.0,russian for beginners 1 a1 saint petersburg state university specialization beginner,1,2,0.2115586368353037,0
r ussir le changement,essec business school,course,4.5,mixed,33k,33000.0,r ussir le changement essec business school course mixed,3,0,0.3711466984872746,6
sas programmer,sas,professional certificate,4.8,beginner,370k,370000.0,sas programmer sas professional certificate beginner,1,1,0.7370318465470804,3
sas visual business analytics,sas,professional certificate,4.6,beginner,2.6k,2600.0,sas visual business analytics sas professional certificate beginner,1,1,0.0660507208423772,6
sql for data science,university of california davis,course,4.6,beginner,160k,160000.0,sql for data science university of california davis course beginner,1,0,0.5917576512670553,9
sales operations management,west virginia university,specialization,4.4,beginner,5.6k,5600.0,sales operations management west virginia university specialization beginner,1,2,0.125655977270835,3
sales training for high performing teams,hubspot academy,specialization,4.7,beginner,16k,16000.0,sales training for high performing teams hubspot academy specialization beginner,1,2,0.3170498840713929,3
sample based learning methods,university of alberta,course,4.8,intermediate,6.8k,6800.0,sample based learning methods university of alberta course intermediate,2,0,0.2270028979859786,2
scaling operations linking strategy and execution,northwestern university,course,4.5,mixed,12k,12000.0,scaling operations linking strategy and execution northwestern university course mixed,3,0,0.2420520006918671,7
school health for children and adolescents,university of colorado system,specialization,4.8,beginner,9.1k,9100.0,school health for children and adolescents university of colorado system specialization beginner,1,2,0.2641807475560886,6
science of exercise,university of colorado boulder,course,4.8,beginner,140k,140000.0,science of exercise university of colorado boulder course beginner,1,0,0.6130026463439866,3
search engine optimization fundamentals,university of california davis,course,4.7,mixed,47k,47000.0,search engine optimization fundamentals university of california davis course mixed,3,0,0.4545637067472978,9
secure coding practices,university of california davis,specialization,4.4,intermediate,6.4k,6400.0,secure coding practices university of california davis specialization intermediate,2,2,0.142694531695507,9
security safety challenges in a globalized world,universiteit leiden,course,4.7,beginner,14k,14000.0,security safety challenges in a globalized world universiteit leiden course beginner,1,0,0.3000096208381451,3
security in google cloud platform,google cloud,specialization,4.7,intermediate,300k,300000.0,security in google cloud platform google cloud specialization intermediate,2,2,0.6911240526168028,8
self driving cars,university of toronto,specialization,4.7,advanced,39k,39000.0,self driving cars university of toronto specialization advanced,0,2,0.4307519875902326,3
sequence models,deeplearning ai,course,4.8,intermediate,14k,14000.0,sequence models deeplearning ai course intermediate,2,0,0.3191527627181956,2
sexualidad mucho m s que sexo,universidad de los andes,course,4.8,beginner,110k,110000.0,sexualidad mucho m s que sexo universidad de los andes course beginner,1,0,0.5822255651559973,3
sharpened visions a poetry workshop,california institute of the arts,course,4.7,beginner,61k,61000.0,sharpened visions a poetry workshop california institute of the arts course beginner,1,0,0.487837215794344,9
site reliability engineering measuring and managing reliability,google cloud,course,4.5,advanced,16k,16000.0,site reliability engineering measuring and managing reliability google cloud course advanced,0,0,0.2787636003112919,8
six sigma green belt,university system of georgia,specialization,4.7,intermediate,18k,18000.0,six sigma green belt university system of georgia specialization intermediate,2,2,0.3320805802846895,2
six sigma and the organization advanced,university system of georgia,course,4.7,intermediate,15k,15000.0,six sigma and the organization advanced university system of georgia course intermediate,2,0,0.3088139486785595,2
sleep neurobiology medicine and society,university of michigan,course,4.8,beginner,20k,20000.0,sleep neurobiology medicine and society university of michigan course beginner,1,0,0.3646692218621901,3
smart cities management of smart urban infrastructures,cole polytechnique f d rale de lausanne,course,4.6,beginner,22k,22000.0,smart cities management of smart urban infrastructures cole polytechnique f d rale de lausanne course beginner,1,0,0.3385459333319476,3
social entrepreneurship,copenhagen business school,specialization,4.6,beginner,13k,13000.0,social entrepreneurship copenhagen business school specialization beginner,1,2,0.2714094506175302,6
social media marketing,northwestern university,specialization,4.6,beginner,130k,130000.0,social media marketing northwestern university specialization beginner,1,2,0.5652587032022209,3
social norms social change i,university of pennsylvania,course,4.6,beginner,78k,78000.0,social norms social change i university of pennsylvania course beginner,1,0,0.5000673083837799,7
social policy for social services health practitioners,columbia university,specialization,4.8,beginner,4.2k,4200.0,social policy for social services health practitioners columbia university specialization beginner,1,2,0.1655218814983647,3
social psychology,wesleyan university,course,4.7,beginner,220k,220000.0,social psychology wesleyan university course beginner,1,0,0.6515419419928006,3
social and economic networks models and analysis,stanford university,course,4.8,advanced,42k,42000.0,social and economic networks models and analysis stanford university course advanced,0,0,0.4593526252406095,3
software design and architecture,university of alberta,specialization,4.6,beginner,60k,60000.0,software design and architecture university of alberta specialization beginner,1,2,0.4665846236332931,3
software development lifecycle,university of minnesota,specialization,4.6,intermediate,34k,34000.0,software development lifecycle university of minnesota specialization intermediate,2,2,0.3940995900206574,2
software processes and agile practices,university of alberta,course,4.7,mixed,60k,60000.0,software processes and agile practices university of alberta course mixed,3,0,0.4857277655133436,7
software product management,university of alberta,specialization,4.6,beginner,110k,110000.0,software product management university of alberta specialization beginner,1,2,0.5439392813958963,3
solar energy basics,the state university of new york,course,4.8,beginner,17k,17000.0,solar energy basics the state university of new york course beginner,1,0,0.3439295283642924,0
songwriting writing the lyrics,berklee college of music,course,4.8,beginner,68k,68000.0,songwriting writing the lyrics berklee college of music course beginner,1,0,0.5208440958516478,3
soporte de tecnolog as de la informaci n de google,crece con google,professional certificate,4.9,beginner,8.8k,8800.0,soporte de tecnolog as de la informaci n de google crece con google professional certificate beginner,1,1,0.2790461698171773,8
spacecraft dynamics and control,university of colorado boulder,specialization,4.8,advanced,12k,12000.0,spacecraft dynamics and control university of colorado boulder specialization advanced,0,2,0.2994814263320182,3
spanish vocabulary meeting people,university of california davis,course,4.6,beginner,71k,71000.0,spanish vocabulary meeting people university of california davis course beginner,1,0,0.4880674062007539,9
speak english professionally in person online on the phone,georgia institute of technology,course,4.6,mixed,430k,430000.0,speak english professionally in person online on the phone georgia institute of technology course mixed,3,0,0.7179246715586558,7
sports marketing,northwestern university,course,4.7,intermediate,12k,12000.0,sports marketing northwestern university course intermediate,2,0,0.2803382844519682,2
sports and society,duke university,course,4.8,mixed,16k,16000.0,sports and society duke university course mixed,3,0,0.3361930259514429,7
stanford introduction to food and health,stanford university,course,4.7,beginner,370k,370000.0,stanford introduction to food and health stanford university course beginner,1,0,0.7178887046670295,3
stanford s short course on breastfeeding,stanford university,course,4.7,beginner,17k,17000.0,stanford s short course on breastfeeding stanford university course beginner,1,0,0.3247863864842419,3
statistical analysis with r for public health,imperial college london,specialization,4.7,beginner,16k,16000.0,statistical analysis with r for public health imperial college london specialization beginner,1,2,0.3170498840713929,3
statistics with python,university of michigan,specialization,4.6,beginner,34k,34000.0,statistics with python university of michigan specialization beginner,1,2,0.3940995900206574,5
statistics with r,duke university,specialization,4.7,beginner,220k,220000.0,statistics with r duke university specialization beginner,1,2,0.6515419419928006,3
stories of infection,stanford university,course,4.9,intermediate,28k,28000.0,stories of infection stanford university course intermediate,2,0,0.4267514457595878,2
strategic business analytics,essec business school,specialization,4.3,advanced,60k,60000.0,strategic business analytics essec business school specialization advanced,0,2,0.409155197993142,6
strategic business management microeconomics,university of california irvine,course,4.7,beginner,9.5k,9500.0,strategic business management microeconomics university of california irvine course beginner,1,0,0.2505269346166705,9
strategic leadership and management,university of illinois at urbana champaign,specialization,4.7,beginner,100k,100000.0,strategic leadership and management university of illinois at urbana champaign specialization beginner,1,2,0.5509189639964993,1
strategic management,copenhagen business school,course,4.7,mixed,58k,58000.0,strategic management copenhagen business school course mixed,3,0,0.4814012907662617,6
strategic management and innovation,copenhagen business school,specialization,4.7,beginner,68k,68000.0,strategic management and innovation copenhagen business school specialization beginner,1,2,0.5017009539715969,6
strategic sales management,funda o instituto de administra o,specialization,4.5,intermediate,9.2k,9200.0,strategic sales management funda o instituto de administra o specialization intermediate,2,2,0.2081459478135374,2
strategising management for global competitive advantage,macquarie university,specialization,4.8,intermediate,30k,30000.0,strategising management for global competitive advantage macquarie university specialization intermediate,2,2,0.4164129355478776,2
strategy and sustainability,iese business school,course,4.6,beginner,11k,11000.0,strategy and sustainability iese business school course beginner,1,0,0.2500916350804343,6
structuring machine learning projects,deeplearning ai,course,4.8,beginner,220k,220000.0,structuring machine learning projects deeplearning ai course beginner,1,0,0.6706850838728506,2
success,university of pennsylvania,course,4.8,beginner,38k,38000.0,success university of pennsylvania course beginner,1,0,0.4465801994379048,7
successful negotiation essential strategies and skills,university of michigan,course,4.8,mixed,750k,750000.0,successful negotiation essential strategies and skills university of michigan course mixed,3,0,0.8272048291465053,7
summary statistics in public health,johns hopkins university,course,4.8,beginner,11k,11000.0,summary statistics in public health johns hopkins university course beginner,1,0,0.2883779188405353,4
supply chain analytics,rutgers the state university of new jersey,course,4.7,beginner,7.9k,7900.0,supply chain analytics rutgers the state university of new jersey course beginner,1,0,0.2269926466480805,0
supply chain finance and blockchain technology,new york institute of finance,specialization,4.6,intermediate,4.9k,4900.0,supply chain finance and blockchain technology new york institute of finance specialization intermediate,2,2,0.1469041134148596,2
supply chain logistics,rutgers the state university of new jersey,course,4.7,beginner,66k,66000.0,supply chain logistics rutgers the state university of new jersey course beginner,1,0,0.4978911474487324,0
supply chain management,rutgers the state university of new jersey,specialization,4.7,beginner,82k,82000.0,supply chain management rutgers the state university of new jersey specialization beginner,1,2,0.5255927476287994,0
supply chain operations,rutgers the state university of new jersey,course,4.8,beginner,24k,24000.0,supply chain operations rutgers the state university of new jersey course beginner,1,0,0.3879362079330386,0
supply chain principles,georgia institute of technology,course,4.6,mixed,29k,29000.0,supply chain principles georgia institute of technology course mixed,3,0,0.3738002503823359,7
supporting children with difficulties in reading and writing,ucl institute of education,course,4.8,mixed,50k,50000.0,supporting children with difficulties in reading and writing ucl institute of education course mixed,3,0,0.4816032832587593,7
survey data collection and analytics,university of maryland college park,specialization,4.3,beginner,45k,45000.0,survey data collection and analytics university of maryland college park specialization beginner,1,2,0.3724416487893345,3
sustainable tourism promoting environmental public health,university of copenhagen,course,4.6,beginner,9.4k,9400.0,sustainable tourism promoting environmental public health university of copenhagen course beginner,1,0,0.2300334368320604,3
swift 5 ios application developer,learnquest,specialization,4.5,beginner,3.9k,3900.0,swift 5 ios application developer learnquest specialization beginner,1,2,0.0986370631578494,3
system administration and it infrastructure services,google,course,4.7,beginner,62k,62000.0,system administration and it infrastructure services google course beginner,1,0,0.4899123651045385,8
systems biology and biotechnology,icahn school of medicine at mount sinai,specialization,4.4,intermediate,48k,48000.0,systems biology and biotechnology icahn school of medicine at mount sinai specialization intermediate,2,2,0.3998210805343216,2
systems thinking in public health,johns hopkins university,course,4.9,mixed,33k,33000.0,systems thinking in public health johns hopkins university course mixed,3,0,0.4477192660074762,4
tesol certificate part 1 teach english now,arizona state university,specialization,4.9,beginner,100k,100000.0,tesol certificate part 1 teach english now arizona state university specialization beginner,1,2,0.5892052477566003,0
tesol certificate part 2 teach english now,arizona state university,specialization,4.9,beginner,62k,62000.0,tesol certificate part 2 teach english now arizona state university specialization beginner,1,2,0.5281986488646391,0
teach english now foundational principles,arizona state university,course,4.9,mixed,81k,81000.0,teach english now foundational principles arizona state university course mixed,3,0,0.5623131297804562,0
teach english now teaching language online,arizona state university,course,4.4,intermediate,8.5k,8500.0,teach english now teaching language online arizona state university course intermediate,2,0,0.178904368488115,0
teaching character and creating positive classrooms,relay graduate school of education,course,4.8,mixed,53k,53000.0,teaching character and creating positive classrooms relay graduate school of education course mixed,3,0,0.4890394719544435,7
teamwork skills communicating effectively in groups,university of colorado boulder,course,4.8,beginner,49k,49000.0,teamwork skills communicating effectively in groups university of colorado boulder course beginner,1,0,0.4790250467309525,3
technical support fundamentals,google,course,4.8,beginner,280k,280000.0,technical support fundamentals google course beginner,1,0,0.7014622893654425,3
tensorflow in practice,deeplearning ai,specialization,4.7,intermediate,170k,170000.0,tensorflow in practice deeplearning ai specialization intermediate,2,2,0.6186377178069677,2
tensorflow data and deployment,deeplearning ai,specialization,4.5,intermediate,12k,12000.0,tensorflow data and deployment deeplearning ai specialization intermediate,2,2,0.2420520006918671,2
terrorism and counterterrorism comparing theory and practice,universiteit leiden,course,4.8,beginner,90k,90000.0,terrorism and counterterrorism comparing theory and practice universiteit leiden course beginner,1,0,0.5566160390108172,3
the addicted brain,emory university,course,4.6,beginner,130k,130000.0,the addicted brain emory university course beginner,1,0,0.5652587032022209,3
the art of music production,berklee college of music,course,4.8,intermediate,47k,47000.0,the art of music production berklee college of music course intermediate,2,0,0.4737068486273483,6
the art of sales mastering the selling process,northwestern university,specialization,4.7,beginner,23k,23000.0,the art of sales mastering the selling process northwestern university specialization beginner,1,2,0.3633617989926501,3
the arts and science of relationships understanding human needs,university of toronto,course,4.5,beginner,73k,73000.0,the arts and science of relationships understanding human needs university of toronto course beginner,1,0,0.47246946932253,3
the bits and bytes of computer networking,google,course,4.7,beginner,130k,130000.0,the bits and bytes of computer networking google course beginner,1,0,0.5844018450822714,3
the business of health care,university of pennsylvania,specialization,4.6,beginner,22k,22000.0,the business of health care university of pennsylvania specialization beginner,1,2,0.3385459333319476,6
the business of music production,berklee college of music,specialization,4.8,beginner,84k,84000.0,the business of music production berklee college of music specialization beginner,1,2,0.547811204778871,6
the changing global order,universiteit leiden,course,4.7,intermediate,23k,23000.0,the changing global order universiteit leiden course intermediate,2,0,0.3633617989926501,2
the cycle management of successful arts and cultural organizations,university of maryland college park,course,4.8,beginner,11k,11000.0,the cycle management of successful arts and cultural organizations university of maryland college park course beginner,1,0,0.2883779188405353,3
the diy musician,berklee college of music,specialization,4.8,beginner,120k,120000.0,the diy musician berklee college of music specialization beginner,1,2,0.5933299427069119,6
the data scientist s toolbox,johns hopkins university,course,4.6,mixed,420k,420000.0,the data scientist s toolbox johns hopkins university course mixed,3,0,0.7149216942889267,4
the economics of health care delivery,university of pennsylvania,course,4.8,mixed,7.2k,7200.0,the economics of health care delivery university of pennsylvania course mixed,3,0,0.2342964663187547,7
the global financial crisis,yale university,course,4.8,mixed,84k,84000.0,the global financial crisis yale university course mixed,3,0,0.547811204778871,7
the horse course introduction to basic care and management,university of florida,course,4.9,mixed,29k,29000.0,the horse course introduction to basic care and management university of florida course mixed,3,0,0.4312296760224874,7
the manager s toolkit a practical guide to managing people at work,birkbeck university of london,course,4.6,mixed,47k,47000.0,the manager s toolkit a practical guide to managing people at work birkbeck university of london course mixed,3,0,0.4354205648672473,7
the modern world part one global history from 1760 to 1910,university of virginia,course,4.8,beginner,130k,130000.0,the modern world part one global history from 1760 to 1910 university of virginia course beginner,1,0,0.603544986962322,3
the modern world part two global history since 1910,university of virginia,course,4.8,beginner,47k,47000.0,the modern world part two global history since 1910 university of virginia course beginner,1,0,0.4737068486273483,3
the oral cavity portal to health and disease,university of pennsylvania,course,4.9,intermediate,9.4k,9400.0,the oral cavity portal to health and disease university of pennsylvania course intermediate,2,0,0.2874628624722115,7
the power of macroeconomics economic principles in the real world,university of california irvine,course,4.6,mixed,180k,180000.0,the power of macroeconomics economic principles in the real world university of california irvine course mixed,3,0,0.606789145059476,9
the power of microeconomics economic principles in the real world,university of california irvine,course,4.7,mixed,120k,120000.0,the power of microeconomics economic principles in the real world university of california irvine course mixed,3,0,0.5741868008268618,9
the pronunciation of american english,university of california irvine,specialization,4.6,beginner,1.7k,1700.0,the pronunciation of american english university of california irvine specialization beginner,1,2,0.0118526992768905,9
the science of gastronomy,the hong kong university of science and technology,course,4.6,mixed,50k,50000.0,the science of gastronomy the hong kong university of science and technology course mixed,3,0,0.4433169994986583,7
the science of stem cells,american museum of natural history,course,4.7,intermediate,12k,12000.0,the science of stem cells american museum of natural history course intermediate,2,0,0.2803382844519682,2
the science of success what researchers know that you should know,university of michigan,course,4.8,beginner,59k,59000.0,the science of success what researchers know that you should know university of michigan course beginner,1,0,0.5027260031070675,3
the science of training young athletes,university of florida,course,4.9,beginner,13k,13000.0,the science of training young athletes university of florida course beginner,1,0,0.3288388762576817,3
the science of well being,yale university,course,4.9,mixed,2.5m,2500000.0,the science of well being yale university course mixed,3,0,1.0,7
the singer songwriter,berklee college of music,specialization,4.8,beginner,320k,320000.0,the singer songwriter berklee college of music specialization beginner,1,2,0.7185036350216762,6
the social context of mental health and illness,university of toronto,course,4.6,mixed,19k,19000.0,the social context of mental health and illness university of toronto course mixed,3,0,0.3198371751830762,7
the strategy of content marketing,university of california davis,course,4.5,intermediate,100k,100000.0,the strategy of content marketing university of california davis course intermediate,2,0,0.5126326802363983,9
the sustainable development goals a global transdisciplinary vision for the future,university of copenhagen,course,4.8,beginner,26k,26000.0,the sustainable development goals a global transdisciplinary vision for the future university of copenhagen course beginner,1,0,0.3981509249709853,3
the teacher and social and emotional learning sel,university of colorado boulder,specialization,4.7,beginner,5.2k,5200.0,the teacher and social and emotional learning sel university of colorado boulder specialization beginner,1,2,0.1736294261183915,3
the technology of music production,berklee college of music,course,4.8,beginner,28k,28000.0,the technology of music production berklee college of music course beginner,1,0,0.4076083038795377,6
the truth about cats and dogs,the university of edinburgh,course,4.7,mixed,33k,33000.0,the truth about cats and dogs the university of edinburgh course mixed,3,0,0.4094329822473752,7
the hidden value lean in manufacturing and services,cole des ponts paristech,course,4.7,beginner,14k,14000.0,the hidden value lean in manufacturing and services cole des ponts paristech course beginner,1,0,0.3000096208381451,3
think again i how to understand arguments,duke university,course,4.6,beginner,200k,200000.0,think again i how to understand arguments duke university course beginner,1,0,0.6202352828246118,3
tools for data science,ibm,course,4.6,beginner,120k,120000.0,tools for data science ibm course beginner,1,0,0.5550436589468113,5
trading strategies in emerging markets,indian school of business,specialization,4.3,beginner,68k,68000.0,trading strategies in emerging markets indian school of business specialization beginner,1,2,0.4251283864513953,6
transmedia storytelling narrative worlds emerging technologies and global audiences,unsw sydney the university of new south wales,course,4.8,mixed,45k,45000.0,transmedia storytelling narrative worlds emerging technologies and global audiences unsw sydney the university of new south wales course mixed,3,0,0.468157358189587,3
tricky american english pronunciation,university of california irvine,course,4.7,beginner,110k,110000.0,tricky american english pronunciation university of california irvine course beginner,1,0,0.5630824232759473,9
troubles du spectre de l autisme diagnostic,university of geneva,course,4.9,intermediate,5.4k,5400.0,troubles du spectre de l autisme diagnostic university of geneva course intermediate,2,0,0.216731257423433,2
u s federal taxation,university of illinois at urbana champaign,specialization,4.8,intermediate,12k,12000.0,u s federal taxation university of illinois at urbana champaign specialization intermediate,2,2,0.2994814263320182,1
uci project management,university of california irvine,professional certificate,4.6,beginner,44k,44000.0,uci project management university of california irvine professional certificate beginner,1,1,0.4270031317628882,9
ui ux design,california institute of the arts,specialization,4.7,beginner,68k,68000.0,ui ux design california institute of the arts specialization beginner,1,2,0.5017009539715969,9
ux design fundamentals,california institute of the arts,course,4.8,beginner,25k,25000.0,ux design fundamentals california institute of the arts course beginner,1,0,0.3931457367929996,9
understanding cancer metastasis,johns hopkins university,course,4.8,beginner,29k,29000.0,understanding cancer metastasis johns hopkins university course beginner,1,0,0.4120865341424369,4
understanding clinical research behind the statistics,university of cape town,course,4.8,mixed,78k,78000.0,understanding clinical research behind the statistics university of cape town course mixed,3,0,0.5383535921438809,7
understanding einstein the special theory of relativity,stanford university,course,4.9,beginner,89k,89000.0,understanding einstein the special theory of relativity stanford university course beginner,1,0,0.5743332496326028,3
understanding medical research your facebook friend is wrong,yale university,course,4.8,beginner,24k,24000.0,understanding medical research your facebook friend is wrong yale university course beginner,1,0,0.3879362079330386,3
understanding modern finance,american institute of business and economics,specialization,4.4,intermediate,11k,11000.0,understanding modern finance american institute of business and economics specialization intermediate,2,2,0.2118053513203337,6
understanding plants part i what a plant knows,tel aviv university,course,4.8,beginner,49k,49000.0,understanding plants part i what a plant knows tel aviv university course beginner,1,0,0.4790250467309525,3
understanding research methods,soas university of london,course,4.5,mixed,120k,120000.0,understanding research methods soas university of london course mixed,3,0,0.5359005170667603,7
understanding and visualizing data with python,university of michigan,course,4.7,beginner,30k,30000.0,understanding and visualizing data with python university of michigan course beginner,1,0,0.3972697936678271,5
understanding the brain the neurobiology of everyday life,the university of chicago,course,4.9,beginner,130k,130000.0,understanding the brain the neurobiology of everyday life the university of chicago course beginner,1,0,0.622688128842372,3
unity certified programmer exam preparation,unity,specialization,4.5,intermediate,6.1k,6100.0,unity certified programmer exam preparation unity specialization intermediate,2,2,0.1557116721494253,2
unity xr how to build ar and vr apps,unity,specialization,4.2,beginner,12k,12000.0,unity xr how to build ar and vr apps unity specialization beginner,1,2,0.1846225750517156,3
university teaching,the university of hong kong,course,4.8,beginner,9.5k,9500.0,university teaching the university of hong kong course beginner,1,0,0.269670076496721,3
unraveling the cycling city,university of amsterdam,course,4.9,intermediate,3.9k,3900.0,unraveling the cycling city university of amsterdam course intermediate,2,0,0.1752096306780515,2
user experience research and design,university of michigan,specialization,4.8,beginner,23k,23000.0,user experience research and design university of michigan specialization beginner,1,2,0.3825049408727006,3
user interface design,university of minnesota,specialization,4.6,intermediate,43k,43000.0,user interface design university of minnesota specialization intermediate,2,2,0.4240692551534057,2
using databases with python,university of michigan,course,4.8,mixed,220k,220000.0,using databases with python university of michigan course mixed,3,0,0.6706850838728506,5
using python to access web data,university of michigan,course,4.8,mixed,310k,310000.0,using python to access web data university of michigan course mixed,3,0,0.7144518489776974,5
using python to interact with the operating system,google,course,4.7,beginner,19k,19000.0,using python to interact with the operating system google course beginner,1,0,0.3389803170631267,3
value chain management,university of illinois at urbana champaign,specialization,4.7,intermediate,63k,63000.0,value chain management university of illinois at urbana champaign specialization intermediate,2,2,0.4919543111288358,1
version control with git,atlassian,course,4.8,mixed,40k,40000.0,version control with git atlassian course mixed,3,0,0.4531261302662899,7
viral marketing and how to craft contagious content,university of pennsylvania,course,4.7,mixed,150k,150000.0,viral marketing and how to craft contagious content university of pennsylvania course mixed,3,0,0.6026643792097222,7
virtual reality,goldsmiths university of london,specialization,4.7,beginner,37k,37000.0,virtual reality goldsmiths university of london specialization beginner,1,2,0.4240337214070027,3
virtual teacher,university of california irvine,specialization,4.3,beginner,23k,23000.0,virtual teacher university of california irvine specialization beginner,1,2,0.286789231472448,9
